中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,26 ms,896 Mbps,114688 kB/s,114688.0
18.216.55.100,443,18.216.55.100,US,Chicago,中转,16 ms,448 Mbps,57446 kB/s,57446.0
35.202.158.120,443,35.202.158.120,US,Chicago,中转,49 ms,417 Mbps,53452 kB/s,53452.0
43.153.103.203,443,43.153.103.203,US,San Jose,中转,81 ms,408 Mbps,52224 kB/s,52224.0
184.169.181.217,443,184.169.181.217,US,Portland,中转,83 ms,360 Mbps,46182 kB/s,46182.0
43.153.80.208,443,43.153.80.208,US,San Jose,中转,72 ms,359 Mbps,45977 kB/s,45977.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,80 ms,356 Mbps,45568 kB/s,45568.0
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,71 ms,334 Mbps,42803 kB/s,42803.0
192.18.130.65,443,192.18.130.65,US,San Jose,中转,70 ms,329 Mbps,42188 kB/s,42188.0
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,72 ms,307 Mbps,39321 kB/s,39321.0
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,72 ms,304 Mbps,39014 kB/s,39014.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,304 Mbps,38912 kB/s,38912.0
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,99 ms,292 Mbps,37376 kB/s,37376.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,104 ms,287 Mbps,36761 kB/s,36761.0
15.188.90.171,443,2a05:d012:ddc:4d00:9b41:ec06:14ca:3db5,FR,Paris,隧道,92 ms,267 Mbps,34201 kB/s,34201.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,260 Mbps,33382 kB/s,33382.0
198.23.254.51,443,198.23.254.51,US,San Jose,中转,74 ms,246 Mbps,31539 kB/s,31539.0
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,80 ms,244 Mbps,31232 kB/s,31232.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,228 Mbps,29286 kB/s,29286.0
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,202 ms,123 Mbps,15769 kB/s,15769.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,172 ms,119 Mbps,15257 kB/s,15257.0
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,194 ms,90 Mbps,11571 kB/s,11571.0
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,225 ms,90 Mbps,11571 kB/s,11571.0
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,311 ms,81 Mbps,10444 kB/s,10444.0
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,11 ms,75 Mbps,9623 kB/s,9623.0
129.154.207.203,443,2a09:bac1:3f00::22:11d,KR,Seoul,隧道,215 ms,73 Mbps,9370 kB/s,9370.0
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,216 ms,70 Mbps,9023 kB/s,9023.0
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,9 ms,67 Mbps,8680 kB/s,8680.0
146.56.171.110,443,107.151.176.66,US,Los Angeles,隧道,220 ms,61 Mbps,7888 kB/s,7888.0
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,81 ms,47 Mbps,6037 kB/s,6037.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,85 ms,46 Mbps,6010 kB/s,6010.0
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,97 ms,46 Mbps,5995 kB/s,5995.0
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,101 ms,46 Mbps,5894 kB/s,5894.0
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,95 ms,44 Mbps,5758 kB/s,5758.0
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,84 ms,44 Mbps,5745 kB/s,5745.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,197 ms,39 Mbps,5115 kB/s,5115.0
130.162.144.191,443,2a09:bac1:3f00::22:11b,KR,Seoul,隧道,213 ms,36 Mbps,4718 kB/s,4718.0
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,216 ms,36 Mbps,4617 kB/s,4617.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,230 ms,35 Mbps,4603 kB/s,4603.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,216 ms,31 Mbps,4048 kB/s,4048.0
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,221 ms,30 Mbps,3913 kB/s,3913.0
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,105 ms,30 Mbps,3885 kB/s,3885.0
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,204 ms,7 Mbps,940 kB/s,940.0
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,203 ms,7 Mbps,905 kB/s,905.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,1135 ms,3 Mbps,509 kB/s,509.0
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,269 ms,2 Mbps,322 kB/s,322.0
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,229 ms,0 Mbps,93 kB/s,93.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,354 ms,0 Mbps,77 kB/s,77.0
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Portland,隧道,236 ms,0 Mbps,31 kB/s,31.0
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,232 ms,0 Mbps,23 kB/s,23.0
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,214 ms,0 Mbps,2 kB/s,2.0
