中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
18.216.55.100,443,18.216.55.100,US,Columbus,中转,27 ms,808 Mbps,103424 kB/s,103424.0
35.230.79.26,443,35.212.241.9,US,Seattle,隧道,49 ms,556 Mbps,71270 kB/s,71270.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,43 ms,542 Mbps,69427 kB/s,69427.0
35.197.23.75,443,35.212.241.9,US,Seattle,隧道,49 ms,515 Mbps,65945 kB/s,65945.0
184.169.181.217,443,184.169.181.217,US,San Jose,中转,53 ms,507 Mbps,64921 kB/s,64921.0
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,50 ms,479 Mbps,61337 kB/s,61337.0
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,51 ms,412 Mbps,52838 kB/s,52838.0
192.9.236.144,443,192.9.236.144,US,San Jose,中转,40 ms,392 Mbps,50176 kB/s,50176.0
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,298 Mbps,38195 kB/s,38195.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,137 ms,144 Mbps,18534 kB/s,18534.0
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,162 ms,110 Mbps,14131 kB/s,14131.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,129 ms,48 Mbps,6231 kB/s,6231.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,121 ms,46 Mbps,5952 kB/s,5952.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,143 ms,39 Mbps,5101 kB/s,5101.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,174 ms,38 Mbps,4959 kB/s,4959.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,146 ms,38 Mbps,4950 kB/s,4950.0
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,200 ms,8 Mbps,1128 kB/s,1128.0
129.159.84.71,443,129.159.84.71,US,Newark,中转,30 ms,7 Mbps,925 kB/s,925.0
