中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度,峰值速度数值
184.169.181.217,443,184.169.181.217,US,San Jose,中转,10 ms,2272 Mbps,290816 kB/s,290816.0
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,22 ms,968 Mbps,123904 kB/s,123904.0
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,22 ms,944 Mbps,120832 kB/s,120832.0
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,37 ms,720 Mbps,92160 kB/s,92160.0
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,693 Mbps,88780 kB/s,88780.0
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,670 Mbps,85811 kB/s,85811.0
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,21 ms,472 Mbps,60518 kB/s,60518.0
192.9.236.144,443,192.9.236.144,US,San Jose,中转,6 ms,380 Mbps,48640 kB/s,48640.0
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,373 Mbps,47820 kB/s,47820.0
18.216.55.100,443,18.216.55.100,US,Columbus,中转,58 ms,371 Mbps,47513 kB/s,47513.0
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,188 Mbps,24064 kB/s,24064.0
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,149 ms,129 Mbps,16588 kB/s,16588.0
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,154 ms,121 Mbps,15564 kB/s,15564.0
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,151 ms,119 Mbps,15257 kB/s,15257.0
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,160 ms,49 Mbps,6325 kB/s,6325.0
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,116 ms,42 Mbps,5455 kB/s,5455.0
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,135 ms,40 Mbps,5217 kB/s,5217.0
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,159 ms,38 Mbps,4977 kB/s,4977.0
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,185 ms,37 Mbps,4738 kB/s,4738.0
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,119 ms,31 Mbps,4031 kB/s,4031.0
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,125 ms,3 Mbps,399 kB/s,399.0
